layer_idx,head_idx,best_accuracy,best_epoch,timestamp
26,6,0.8175,11,2025-09-12 03:48:08
26,7,0.7975,8,2025-09-12 03:48:08
26,8,0.8375,13,2025-09-12 03:48:08
26,9,0.8,5,2025-09-12 03:48:08
26,10,0.795,3,2025-09-12 03:48:08
26,11,0.8325,7,2025-09-12 03:48:08
27,0,0.795,11,2025-09-12 03:48:08
27,1,0.82,12,2025-09-12 03:48:08
27,2,0.8425,13,2025-09-12 03:48:08
27,3,0.8075,17,2025-09-12 03:48:08
27,4,0.8375,12,2025-09-12 03:48:08
27,5,0.815,14,2025-09-12 03:48:08
27,6,0.8475,9,2025-09-12 03:48:08
27,7,0.825,13,2025-09-12 03:48:08
27,8,0.8125,13,2025-09-12 03:48:08
27,9,0.83,4,2025-09-12 03:48:08
27,10,0.855,5,2025-09-12 03:48:08
27,11,0.8425,9,2025-09-12 03:48:08
